Symbol,Datetime_Entry,Qty,Price,Exit_date,Exit_Price,PnL,equity_curve
NSE:ADANIENSOL-EQ,2016-01-01 05:30:00+05:30,1624,41.05,2016-01-05 05:30:00+05:30,38.8,-3654.0,996346.0
NSE:BAJAJFINSV-EQ,2016-01-01 05:30:00+05:30,336,198.38,2016-01-05 05:30:00+05:30,194.6,-1270.0800000000004,995075.92
NSE:BAJFINANCE-EQ,2016-01-01 05:30:00+05:30,1093,60.96,2016-01-05 05:30:00+05:30,59.98,-1071.1400000000044,994004.78
NSE:BEL-EQ,2016-01-01 05:30:00+05:30,1599,41.69,2016-01-05 05:30:00+05:30,41.4,-463.7099999999986,993541.07
NSE:BPCL-EQ,2016-01-01 05:30:00+05:30,446,149.34,2016-01-05 05:30:00+05:30,150.44,490.59999999999746,994031.67
NSE:BRITANNIA-EQ,2016-01-01 05:30:00+05:30,44,1493.2,2016-01-05 05:30:00+05:30,1483.35,-433.400000000006,993598.27
NSE:CHOLAFIN-EQ,2016-01-01 05:30:00+05:30,521,127.75,2016-01-05 05:30:00+05:30,128.38,328.22999999999763,993926.5
NSE:DIVISLAB-EQ,2016-01-01 05:30:00+05:30,57,1162.5,2016-01-05 05:30:00+05:30,1147.5,-855.0,993071.5
NSE:GODREJCP-EQ,2016-01-01 05:30:00+05:30,149,447.35,2016-01-05 05:30:00+05:30,438.63,-1299.280000000004,991772.22
NSE:INDIGO-EQ,2016-01-01 05:30:00+05:30,49,1343.45,2016-01-05 05:30:00+05:30,1252.95,-4434.5,987337.72
NSE:IOC-EQ,2016-01-01 05:30:00+05:30,923,72.21,2016-01-05 05:30:00+05:30,73.78,1449.1100000000067,988786.83
NSE:MARUTI-EQ,2016-01-01 05:30:00+05:30,14,4638.5,2016-01-05 05:30:00+05:30,4566.95,-1001.7000000000025,987785.13
NSE:SIEMENS-EQ,2016-01-01 05:30:00+05:30,111,597.88,2016-01-05 05:30:00+05:30,594.48,-377.3999999999975,987407.73
NSE:TORNTPHARM-EQ,2016-01-01 05:30:00+05:30,90,739.45,2016-01-05 05:30:00+05:30,717.98,-1932.3000000000025,985475.4299999999
NSE:ZYDUSLIFE-EQ,2016-01-01 05:30:00+05:30,200,332.7,2016-01-05 05:30:00+05:30,313.6,-3819.999999999993,981655.4299999999
NSE:ADANIENSOL-EQ,2016-01-05 05:30:00+05:30,1686,38.8,2016-01-12 05:30:00+05:30,36.3,-4215.0,977440.4299999999
NSE:BAJAJFINSV-EQ,2016-01-05 05:30:00+05:30,336,194.6,2016-01-12 05:30:00+05:30,195.75,386.4000000000019,977826.83
NSE:BAJAJHLDNG-EQ,2016-01-05 05:30:00+05:30,39,1652.6,2016-01-12 05:30:00+05:30,1620.9,-1236.299999999993,976590.53
NSE:BAJFINANCE-EQ,2016-01-05 05:30:00+05:30,1091,59.98,2016-01-12 05:30:00+05:30,62.09,2302.010000000007,978892.54
NSE:BEL-EQ,2016-01-05 05:30:00+05:30,1580,41.4,2016-01-12 05:30:00+05:30,40.61,-1248.1999999999987,977644.34
NSE:BPCL-EQ,2016-01-05 05:30:00+05:30,435,150.44,2016-01-12 05:30:00+05:30,148.36,-904.7999999999931,976739.54
NSE:BRITANNIA-EQ,2016-01-05 05:30:00+05:30,44,1483.35,2016-01-12 05:30:00+05:30,1470.1,-583.0,976156.54
NSE:CHOLAFIN-EQ,2016-01-05 05:30:00+05:30,509,128.38,2016-01-12 05:30:00+05:30,128.83,229.05000000000868,976385.5900000001
NSE:DIVISLAB-EQ,2016-01-05 05:30:00+05:30,57,1147.5,2016-01-12 05:30:00+05:30,1100.3,-2690.4000000000024,973695.1900000001
NSE:GODREJCP-EQ,2016-01-05 05:30:00+05:30,149,438.63,2016-01-12 05:30:00+05:30,423.08,-2316.9500000000016,971378.24
NSE:IOC-EQ,2016-01-05 05:30:00+05:30,887,73.78,2016-01-12 05:30:00+05:30,73.33,-399.15000000000254,970979.0900000001
NSE:MARUTI-EQ,2016-01-05 05:30:00+05:30,14,4566.95,2016-01-12 05:30:00+05:30,4266.7,-4203.5,966775.5900000001
NSE:SIEMENS-EQ,2016-01-05 05:30:00+05:30,110,594.48,2016-01-12 05:30:00+05:30,559.58,-3838.9999999999973,962936.5900000001
NSE:TORNTPHARM-EQ,2016-01-05 05:30:00+05:30,91,717.98,2016-01-12 05:30:00+05:30,716.83,-104.64999999999793,962831.9400000001
NSE:ZYDUSLIFE-EQ,2016-01-05 05:30:00+05:30,208,313.6,2016-01-12 05:30:00+05:30,320.75,1487.1999999999953,964319.14
NSE:ADANIENSOL-EQ,2016-01-12 05:30:00+05:30,1771,36.3,2016-01-19 05:30:00+05:30,33.65,-4693.149999999998,959625.99
NSE:APOLLOHOSP-EQ,2016-01-12 05:30:00+05:30,47,1361.45,2016-01-19 05:30:00+05:30,1408.5,2211.3499999999976,961837.34
NSE:BAJAJFINSV-EQ,2016-01-12 05:30:00+05:30,328,195.75,2016-01-19 05:30:00+05:30,184.88,-3565.3600000000015,958271.98
NSE:BAJFINANCE-EQ,2016-01-12 05:30:00+05:30,1035,62.09,2016-01-19 05:30:00+05:30,56.45,-5837.400000000001,952434.5800000001
NSE:BEL-EQ,2016-01-12 05:30:00+05:30,1583,40.61,2016-01-19 05:30:00+05:30,38.12,-3941.6700000000033,948492.91
NSE:BPCL-EQ,2016-01-12 05:30:00+05:30,433,148.36,2016-01-19 05:30:00+05:30,149.3,407.019999999999,948899.93
NSE:BRITANNIA-EQ,2016-01-12 05:30:00+05:30,43,1470.1,2016-01-19 05:30:00+05:30,1366.5,-4454.799999999996,944445.13
NSE:CHOLAFIN-EQ,2016-01-12 05:30:00+05:30,499,128.83,2016-01-19 05:30:00+05:30,121.71,-3552.880000000009,940892.25
NSE:DIVISLAB-EQ,2016-01-12 05:30:00+05:30,58,1100.3,2016-01-19 05:30:00+05:30,1070.7,-1716.7999999999947,939175.45
NSE:GODREJCP-EQ,2016-01-12 05:30:00+05:30,151,423.08,2016-01-19 05:30:00+05:30,402.62,-3089.459999999997,936085.99
NSE:INDIGO-EQ,2016-01-12 05:30:00+05:30,51,1250.65,2016-01-19 05:30:00+05:30,1206.75,-2238.9000000000046,933847.09
NSE:IOC-EQ,2016-01-12 05:30:00+05:30,876,73.33,2016-01-19 05:30:00+05:30,69.17,-3644.159999999997,930202.9299999999
NSE:MARUTI-EQ,2016-01-12 05:30:00+05:30,15,4266.7,2016-01-19 05:30:00+05:30,4198.15,-1028.2500000000027,929174.6799999999
NSE:SIEMENS-EQ,2016-01-12 05:30:00+05:30,114,559.58,2016-01-19 05:30:00+05:30,514.61,-5126.580000000004,924048.1
NSE:TORNTPHARM-EQ,2016-01-12 05:30:00+05:30,89,716.83,2016-01-19 05:30:00+05:30,685.38,-2799.050000000004,921249.05
NSE:ADANIENSOL-EQ,2016-01-19 05:30:00+05:30,1825,33.65,2016-01-27 05:30:00+05:30,34.05,729.9999999999974,921979.05
NSE:APOLLOHOSP-EQ,2016-01-19 05:30:00+05:30,43,1408.5,2016-01-27 05:30:00+05:30,1392.0,-709.5,921269.55
NSE:BAJAJFINSV-EQ,2016-01-19 05:30:00+05:30,332,184.88,2016-01-27 05:30:00+05:30,189.26,1454.1599999999985,922723.71
NSE:BAJFINANCE-EQ,2016-01-19 05:30:00+05:30,1087,56.45,2016-01-27 05:30:00+05:30,59.37,3174.039999999994,925897.75
NSE:BPCL-EQ,2016-01-19 05:30:00+05:30,411,149.3,2016-01-27 05:30:00+05:30,145.1,-1726.200000000007,924171.5499999999
NSE:BRITANNIA-EQ,2016-01-19 05:30:00+05:30,44,1366.5,2016-01-27 05:30:00+05:30,1324.82,-1833.9200000000028,922337.63
NSE:CHOLAFIN-EQ,2016-01-19 05:30:00+05:30,504,121.71,2016-01-27 05:30:00+05:30,124.53,1421.2800000000038,923758.9099999999
NSE:DIVISLAB-EQ,2016-01-19 05:30:00+05:30,57,1070.7,2016-01-27 05:30:00+05:30,1144.2,4189.5,927948.4099999999
NSE:GODREJCP-EQ,2016-01-19 05:30:00+05:30,152,402.62,2016-01-27 05:30:00+05:30,382.27,-3093.2000000000035,924855.21
NSE:INDIGO-EQ,2016-01-19 05:30:00+05:30,50,1206.75,2016-01-27 05:30:00+05:30,936.15,-13530.000000000002,911325.21
NSE:IOC-EQ,2016-01-19 05:30:00+05:30,887,69.17,2016-01-27 05:30:00+05:30,66.17,-2661.0,908664.21
NSE:MARUTI-EQ,2016-01-19 05:30:00+05:30,14,4198.15,2016-01-27 05:30:00+05:30,4111.95,-1206.7999999999975,907457.4099999999
NSE:SHREECEM-EQ,2016-01-19 05:30:00+05:30,6,9843.0,2016-01-27 05:30:00+05:30,9965.15,732.8999999999978,908190.3099999999
NSE:SIEMENS-EQ,2016-01-19 05:30:00+05:30,119,514.61,2016-01-27 05:30:00+05:30,502.11,-1487.5,906702.8099999999
NSE:TORNTPHARM-EQ,2016-01-19 05:30:00+05:30,89,685.38,2016-01-27 05:30:00+05:30,697.58,1085.800000000004,907788.61
NSE:ADANIENSOL-EQ,2016-01-27 05:30:00+05:30,1777,34.05,2016-02-02 05:30:00+05:30,34.3,444.25,908232.86
NSE:APOLLOHOSP-EQ,2016-01-27 05:30:00+05:30,43,1392.0,2016-02-02 05:30:00+05:30,1434.3,1818.899999999998,910051.76
NSE:BAJAJFINSV-EQ,2016-01-27 05:30:00+05:30,319,189.26,2016-02-02 05:30:00+05:30,181.81,-2376.5499999999965,907675.21
NSE:BAJFINANCE-EQ,2016-01-27 05:30:00+05:30,1019,59.37,2016-02-02 05:30:00+05:30,58.11,-1283.939999999998,906391.27
NSE:BEL-EQ,2016-01-27 05:30:00+05:30,1655,36.55,2016-02-02 05:30:00+05:30,37.07,860.6000000000051,907251.87
NSE:BPCL-EQ,2016-01-27 05:30:00+05:30,417,145.1,2016-02-02 05:30:00+05:30,141.72,-1409.4599999999982,905842.4099999999
NSE:BRITANNIA-EQ,2016-01-27 05:30:00+05:30,45,1324.82,2016-02-02 05:30:00+05:30,1396.43,3222.4500000000057,909064.86
NSE:CHOLAFIN-EQ,2016-01-27 05:30:00+05:30,485,124.53,2016-02-02 05:30:00+05:30,128.66,2003.049999999998,911067.91
NSE:DIVISLAB-EQ,2016-01-27 05:30:00+05:30,52,1144.2,2016-02-02 05:30:00+05:30,1124.5,-1024.4000000000024,910043.51
NSE:GODREJCP-EQ,2016-01-27 05:30:00+05:30,158,382.27,2016-02-02 05:30:00+05:30,412.42,4763.700000000005,914807.21
NSE:INDIGO-EQ,2016-01-27 05:30:00+05:30,64,936.15,2016-02-02 05:30:00+05:30,845.0,-5833.5999999999985,908973.61
NSE:IOC-EQ,2016-01-27 05:30:00+05:30,914,66.17,2016-02-02 05:30:00+05:30,66.43,237.64000000000468,909211.25
NSE:MARUTI-EQ,2016-01-27 05:30:00+05:30,14,4111.95,2016-02-02 05:30:00+05:30,3874.95,-3318.0,905893.25
NSE:SIEMENS-EQ,2016-01-27 05:30:00+05:30,120,502.11,2016-02-02 05:30:00+05:30,512.92,1297.1999999999935,907190.45
NSE:TORNTPHARM-EQ,2016-01-27 05:30:00+05:30,86,697.58,2016-02-02 05:30:00+05:30,674.3,-2002.0800000000074,905188.37
NSE:ADANIENSOL-EQ,2016-02-02 05:30:00+05:30,1759,34.3,2016-02-09 05:30:00+05:30,32.8,-2638.5,902549.87
NSE:BAJAJFINSV-EQ,2016-02-02 05:30:00+05:30,331,181.81,2016-02-09 05:30:00+05:30,178.42,-1122.090000000005,901427.78
NSE:BAJAJHLDNG-EQ,2016-02-02 05:30:00+05:30,42,1426.1,2016-02-09 05:30:00+05:30,1421.4,-197.39999999999236,901230.38
NSE:BAJFINANCE-EQ,2016-02-02 05:30:00+05:30,1038,58.11,2016-02-09 05:30:00+05:30,65.84,8023.740000000004,909254.12
NSE:BEL-EQ,2016-02-02 05:30:00+05:30,1627,37.07,2016-02-09 05:30:00+05:30,36.64,-699.6099999999996,908554.51
NSE:BPCL-EQ,2016-02-02 05:30:00+05:30,425,141.72,2016-02-09 05:30:00+05:30,137.48,-1802.0000000000039,906752.51
NSE:BRITANNIA-EQ,2016-02-02 05:30:00+05:30,43,1396.43,2016-02-09 05:30:00+05:30,1391.55,-209.8400000000047,906542.6699999999
NSE:CHOLAFIN-EQ,2016-02-02 05:30:00+05:30,469,128.66,2016-02-09 05:30:00+05:30,136.89,3859.8699999999953,910402.5399999999
NSE:DIVISLAB-EQ,2016-02-02 05:30:00+05:30,53,1124.5,2016-02-09 05:30:00+05:30,1033.65,-4815.049999999996,905587.49
NSE:GODREJCP-EQ,2016-02-02 05:30:00+05:30,146,412.42,2016-02-09 05:30:00+05:30,412.05,-54.020000000000664,905533.47
NSE:INDIGO-EQ,2016-02-02 05:30:00+05:30,71,845.0,2016-02-09 05:30:00+05:30,788.15,-4036.3500000000017,901497.12
NSE:IOC-EQ,2016-02-02 05:30:00+05:30,908,66.43,2016-02-09 05:30:00+05:30,64.73,-1543.6000000000026,899953.5199999999
NSE:MARUTI-EQ,2016-02-02 05:30:00+05:30,15,3874.95,2016-02-09 05:30:00+05:30,3657.1,-3267.7499999999986,896685.7699999999
NSE:TORNTPHARM-EQ,2016-02-02 05:30:00+05:30,89,674.3,2016-02-09 05:30:00+05:30,663.28,-980.7799999999984,895704.99
NSE:TRENT-EQ,2016-02-02 05:30:00+05:30,395,152.67,2016-02-09 05:30:00+05:30,147.09,-2204.0999999999935,893500.8899999999
NSE:ADANIENSOL-EQ,2016-02-09 05:30:00+05:30,1816,32.8,2016-02-16 05:30:00+05:30,30.25,-4630.799999999995,888870.09
NSE:BAJAJFINSV-EQ,2016-02-09 05:30:00+05:30,333,178.42,2016-02-16 05:30:00+05:30,170.38,-2677.3199999999974,886192.77
NSE:BAJAJHLDNG-EQ,2016-02-09 05:30:00+05:30,41,1421.4,2016-02-16 05:30:00+05:30,1380.55,-1674.8500000000056,884517.9199999999
NSE:BAJFINANCE-EQ,2016-02-09 05:30:00+05:30,904,65.84,2016-02-16 05:30:00+05:30,60.11,-5179.920000000004,879338.0
NSE:BPCL-EQ,2016-02-09 05:30:00+05:30,433,137.48,2016-02-16 05:30:00+05:30,125.17,-5330.229999999995,874007.77
NSE:BRITANNIA-EQ,2016-02-09 05:30:00+05:30,42,1391.55,2016-02-16 05:30:00+05:30,1312.95,-3301.199999999996,870706.57
NSE:CHOLAFIN-EQ,2016-02-09 05:30:00+05:30,435,136.89,2016-02-16 05:30:00+05:30,134.85,-887.3999999999966,869819.1699999999
NSE:DIVISLAB-EQ,2016-02-09 05:30:00+05:30,57,1033.65,2016-02-16 05:30:00+05:30,969.75,-3642.300000000005,866176.87
NSE:GODREJCP-EQ,2016-02-09 05:30:00+05:30,144,412.05,2016-02-16 05:30:00+05:30,398.83,-1903.680000000004,864273.19
NSE:INDIGO-EQ,2016-02-09 05:30:00+05:30,75,788.15,2016-02-16 05:30:00+05:30,840.85,3952.5000000000036,868225.69
NSE:IOC-EQ,2016-02-09 05:30:00+05:30,920,64.73,2016-02-16 05:30:00+05:30,62.93,-1656.0000000000039,866569.69
NSE:MARUTI-EQ,2016-02-09 05:30:00+05:30,16,3657.1,2016-02-16 05:30:00+05:30,3705.2,769.5999999999985,867339.29
NSE:SOLARINDS-EQ,2016-02-09 05:30:00+05:30,95,620.85,2016-02-16 05:30:00+05:30,639.58,1779.3500000000017,869118.64
NSE:TORNTPHARM-EQ,2016-02-09 05:30:00+05:30,89,663.28,2016-02-16 05:30:00+05:30,636.28,-2403.0,866715.64
NSE:TRENT-EQ,2016-02-09 05:30:00+05:30,404,147.09,2016-02-16 05:30:00+05:30,140.24,-2767.399999999998,863948.24
NSE:ADANIENSOL-EQ,2016-02-16 05:30:00+05:30,1904,30.25,2016-02-23 05:30:00+05:30,29.95,-571.2000000000014,863377.04
NSE:BAJAJFINSV-EQ,2016-02-16 05:30:00+05:30,338,170.38,2016-02-23 05:30:00+05:30,161.59,-2971.0199999999973,860406.02
NSE:BAJAJHLDNG-EQ,2016-02-16 05:30:00+05:30,41,1380.55,2016-02-23 05:30:00+05:30,1387.9,301.3500000000056,860707.37
NSE:BAJFINANCE-EQ,2016-02-16 05:30:00+05:30,958,60.11,2016-02-23 05:30:00+05:30,58.95,-1111.2799999999968,859596.09
NSE:BEL-EQ,2016-02-16 05:30:00+05:30,1702,33.83,2016-02-23 05:30:00+05:30,33.85,34.04000000000532,859630.13
NSE:BPCL-EQ,2016-02-16 05:30:00+05:30,460,125.17,2016-02-23 05:30:00+05:30,122.68,-1145.3999999999976,858484.73
NSE:BRITANNIA-EQ,2016-02-16 05:30:00+05:30,43,1312.95,2016-02-23 05:30:00+05:30,1401.12,3791.309999999993,862276.04
NSE:CHOLAFIN-EQ,2016-02-16 05:30:00+05:30,427,134.85,2016-02-23 05:30:00+05:30,127.23,-3253.7399999999957,859022.3
NSE:DIVISLAB-EQ,2016-02-16 05:30:00+05:30,59,969.75,2016-02-23 05:30:00+05:30,980.0,604.75,859627.05
NSE:GODREJCP-EQ,2016-02-16 05:30:00+05:30,144,398.83,2016-02-23 05:30:00+05:30,399.95,161.28000000000065,859788.3300000001
NSE:INDIGO-EQ,2016-02-16 05:30:00+05:30,68,840.85,2016-02-23 05:30:00+05:30,810.05,-2094.4000000000046,857693.93
NSE:IOC-EQ,2016-02-16 05:30:00+05:30,915,62.93,2016-02-23 05:30:00+05:30,60.45,-2269.199999999997,855424.73
NSE:MARUTI-EQ,2016-02-16 05:30:00+05:30,15,3705.2,2016-02-23 05:30:00+05:30,3487.4,-3266.999999999996,852157.73
NSE:RELIANCE-EQ,2016-02-16 05:30:00+05:30,250,229.6,2016-02-23 05:30:00+05:30,234.31,1177.500000000002,853335.23
NSE:TORNTPHARM-EQ,2016-02-16 05:30:00+05:30,90,636.28,2016-02-23 05:30:00+05:30,654.28,1620.0,854955.23
NSE:ADANIENSOL-EQ,2016-02-23 05:30:00+05:30,1903,29.95,2016-03-01 05:30:00+05:30,29.15,-1522.4000000000015,853432.8300000001
NSE:APOLLOHOSP-EQ,2016-02-23 05:30:00+05:30,39,1437.25,2016-03-01 05:30:00+05:30,1497.2,2338.050000000002,855770.88
NSE:BAJAJFINSV-EQ,2016-02-23 05:30:00+05:30,352,161.59,2016-03-01 05:30:00+05:30,169.03,2618.879999999999,858389.76
NSE:BAJFINANCE-EQ,2016-02-23 05:30:00+05:30,966,58.95,2016-03-01 05:30:00+05:30,62.09,3033.2400000000007,861423.0
NSE:BPCL-EQ,2016-02-23 05:30:00+05:30,464,122.68,2016-03-01 05:30:00+05:30,132.28,4454.399999999998,865877.4
NSE:BRITANNIA-EQ,2016-02-23 05:30:00+05:30,40,1401.12,2016-03-01 05:30:00+05:30,1420.85,789.2000000000007,866666.6000000001
NSE:CHOLAFIN-EQ,2016-02-23 05:30:00+05:30,447,127.23,2016-03-01 05:30:00+05:30,129.52,1023.6300000000028,867690.23
NSE:DIVISLAB-EQ,2016-02-23 05:30:00+05:30,58,980.0,2016-03-01 05:30:00+05:30,957.45,-1307.8999999999974,866382.3300000001
NSE:INDIGO-EQ,2016-02-23 05:30:00+05:30,70,810.05,2016-03-01 05:30:00+05:30,825.7,1095.5000000000064,867477.8300000001
NSE:IOC-EQ,2016-02-23 05:30:00+05:30,942,60.45,2016-03-01 05:30:00+05:30,64.33,3654.9599999999955,871132.79
NSE:JSWSTEEL-EQ,2016-02-23 05:30:00+05:30,507,112.4,2016-03-01 05:30:00+05:30,114.35,988.6499999999942,872121.4400000001
NSE:MARUTI-EQ,2016-02-23 05:30:00+05:30,16,3487.4,2016-03-01 05:30:00+05:30,3494.4,112.0,872233.4400000001
NSE:RELIANCE-EQ,2016-02-23 05:30:00+05:30,243,234.31,2016-03-01 05:30:00+05:30,242.12,1897.8300000000006,874131.27
NSE:TORNTPHARM-EQ,2016-02-23 05:30:00+05:30,87,654.28,2016-03-01 05:30:00+05:30,643.73,-917.849999999996,873213.42
NSE:TRENT-EQ,2016-02-23 05:30:00+05:30,388,146.82,2016-03-01 05:30:00+05:30,150.01,1237.7199999999991,874451.14
NSE:ADANIENSOL-EQ,2016-03-01 05:30:00+05:30,1999,29.15,2016-03-08 05:30:00+05:30,30.8,3298.3500000000045,877749.49
NSE:APOLLOHOSP-EQ,2016-03-01 05:30:00+05:30,38,1497.2,2016-03-08 05:30:00+05:30,1408.05,-3387.7000000000035,874361.79
NSE:ASIANPAINT-EQ,2016-03-01 05:30:00+05:30,66,871.95,2016-03-08 05:30:00+05:30,875.7,247.5,874609.29
NSE:BAJAJFINSV-EQ,2016-03-01 05:30:00+05:30,344,169.03,2016-03-08 05:30:00+05:30,166.98,-705.2000000000039,873904.0900000001
NSE:BAJFINANCE-EQ,2016-03-01 05:30:00+05:30,938,62.09,2016-03-08 05:30:00+05:30,62.93,787.9199999999965,874692.01
NSE:BPCL-EQ,2016-03-01 05:30:00+05:30,440,132.28,2016-03-08 05:30:00+05:30,136.82,1997.5999999999965,876689.6100000001
NSE:BRITANNIA-EQ,2016-03-01 05:30:00+05:30,41,1420.85,2016-03-08 05:30:00+05:30,1409.53,-464.1199999999974,876225.49
NSE:CHOLAFIN-EQ,2016-03-01 05:30:00+05:30,450,129.52,2016-03-08 05:30:00+05:30,132.74,1448.9999999999995,877674.49
NSE:DIVISLAB-EQ,2016-03-01 05:30:00+05:30,60,957.45,2016-03-08 05:30:00+05:30,1022.75,3917.9999999999973,881592.49
NSE:EICHERMOT-EQ,2016-03-01 05:30:00+05:30,30,1918.43,2016-03-08 05:30:00+05:30,1980.21,1853.3999999999992,883445.89
NSE:GODREJCP-EQ,2016-03-01 05:30:00+05:30,140,416.3,2016-03-08 05:30:00+05:30,417.9,223.99999999999523,883669.89
NSE:IOC-EQ,2016-03-01 05:30:00+05:30,906,64.33,2016-03-08 05:30:00+05:30,66.35,1830.1199999999965,885500.01
NSE:MARUTI-EQ,2016-03-01 05:30:00+05:30,16,3494.4,2016-03-08 05:30:00+05:30,3462.65,-508.0,884992.01
NSE:RELIANCE-EQ,2016-03-01 05:30:00+05:30,240,242.12,2016-03-08 05:30:00+05:30,253.39,2704.7999999999956,887696.81
NSE:TORNTPHARM-EQ,2016-03-01 05:30:00+05:30,90,643.73,2016-03-08 05:30:00+05:30,656.5,1149.2999999999984,888846.11
NSE:ADANIENSOL-EQ,2016-03-08 05:30:00+05:30,1923,30.8,2016-03-15 05:30:00+05:30,31.65,1634.5499999999959,890480.66
NSE:APOLLOHOSP-EQ,2016-03-08 05:30:00+05:30,42,1408.05,2016-03-15 05:30:00+05:30,1354.2,-2261.699999999996,888218.9600000001
NSE:ASIANPAINT-EQ,2016-03-08 05:30:00+05:30,67,875.7,2016-03-15 05:30:00+05:30,884.6,596.2999999999985,888815.26
NSE:BAJAJ-AUTO-EQ,2016-03-08 05:30:00+05:30,25,2326.25,2016-03-15 05:30:00+05:30,2278.45,-1195.0000000000045,887620.26
NSE:BAJAJFINSV-EQ,2016-03-08 05:30:00+05:30,354,166.98,2016-03-15 05:30:00+05:30,166.16,-290.2799999999976,887329.98
NSE:BAJFINANCE-EQ,2016-03-08 05:30:00+05:30,941,62.93,2016-03-15 05:30:00+05:30,64.74,1703.2099999999955,889033.1900000001
NSE:BPCL-EQ,2016-03-08 05:30:00+05:30,433,136.82,2016-03-15 05:30:00+05:30,135.15,-723.1099999999946,888310.0800000001
NSE:BRITANNIA-EQ,2016-03-08 05:30:00+05:30,42,1409.53,2016-03-15 05:30:00+05:30,1379.38,-1266.2999999999943,887043.78
NSE:CHOLAFIN-EQ,2016-03-08 05:30:00+05:30,446,132.74,2016-03-15 05:30:00+05:30,133.4,294.3599999999985,887338.14
NSE:DIVISLAB-EQ,2016-03-08 05:30:00+05:30,57,1022.75,2016-03-15 05:30:00+05:30,963.7,-3365.8499999999976,883972.29
NSE:EICHERMOT-EQ,2016-03-08 05:30:00+05:30,29,1980.21,2016-03-15 05:30:00+05:30,1954.83,-736.0200000000032,883236.27
NSE:GODREJCP-EQ,2016-03-08 05:30:00+05:30,141,417.9,2016-03-15 05:30:00+05:30,420.53,370.82999999999936,883607.1000000001
NSE:IOC-EQ,2016-03-08 05:30:00+05:30,893,66.35,2016-03-15 05:30:00+05:30,65.37,-875.1399999999909,882731.9600000001
NSE:RELIANCE-EQ,2016-03-08 05:30:00+05:30,233,253.39,2016-03-15 05:30:00+05:30,251.79,-372.7999999999987,882359.16
NSE:TORNTPHARM-EQ,2016-03-08 05:30:00+05:30,90,656.5,2016-03-15 05:30:00+05:30,639.28,-1549.8000000000025,880809.3600000001
NSE:ADANIENSOL-EQ,2016-03-15 05:30:00+05:30,1855,31.65,2016-03-22 05:30:00+05:30,34.45,5194.000000000008,886003.3600000001
NSE:APOLLOHOSP-EQ,2016-03-15 05:30:00+05:30,43,1354.2,2016-03-22 05:30:00+05:30,1389.9,1535.100000000002,887538.4600000001
NSE:ASIANPAINT-EQ,2016-03-15 05:30:00+05:30,66,884.6,2016-03-22 05:30:00+05:30,853.35,-2062.5,885475.9600000001
NSE:BAJAJ-AUTO-EQ,2016-03-15 05:30:00+05:30,25,2278.45,2016-03-22 05:30:00+05:30,2310.8,808.7500000000091,886284.7100000001
NSE:BAJAJFINSV-EQ,2016-03-15 05:30:00+05:30,353,166.16,2016-03-22 05:30:00+05:30,166.46,105.90000000000401,886390.6100000001
NSE:BAJFINANCE-EQ,2016-03-15 05:30:00+05:30,907,64.74,2016-03-22 05:30:00+05:30,66.08,1215.380000000003,887605.9900000001
NSE:BRITANNIA-EQ,2016-03-15 05:30:00+05:30,42,1379.38,2016-03-22 05:30:00+05:30,1375.75,-152.46000000000458,887453.5300000001
NSE:CHOLAFIN-EQ,2016-03-15 05:30:00+05:30,440,133.4,2016-03-22 05:30:00+05:30,137.11,1632.4000000000035,889085.9300000002
NSE:DIVISLAB-EQ,2016-03-15 05:30:00+05:30,60,963.7,2016-03-22 05:30:00+05:30,979.05,920.9999999999945,890006.9300000002
NSE:EICHERMOT-EQ,2016-03-15 05:30:00+05:30,30,1954.83,2016-03-22 05:30:00+05:30,1823.67,-3934.7999999999956,886072.1300000001
NSE:IOC-EQ,2016-03-15 05:30:00+05:30,898,65.37,2016-03-22 05:30:00+05:30,65.63,233.47999999999183,886305.6100000001
NSE:JSWSTEEL-EQ,2016-03-15 05:30:00+05:30,491,119.5,2016-03-22 05:30:00+05:30,123.02,1728.3199999999981,888033.9300000002
NSE:RELIANCE-EQ,2016-03-15 05:30:00+05:30,233,251.79,2016-03-22 05:30:00+05:30,258.54,1572.7500000000066,889606.6800000002
NSE:TORNTPHARM-EQ,2016-03-15 05:30:00+05:30,91,639.28,2016-03-22 05:30:00+05:30,709.05,6349.069999999998,895955.7500000001
NSE:ZYDUSLIFE-EQ,2016-03-15 05:30:00+05:30,173,338.55,2016-03-22 05:30:00+05:30,327.7,-1877.0500000000038,894078.7000000001
NSE:ADANIENSOL-EQ,2016-03-22 05:30:00+05:30,1730,34.45,2016-03-29 05:30:00+05:30,33.05,-2422.00000000001,891656.7000000001
NSE:ASIANPAINT-EQ,2016-03-22 05:30:00+05:30,69,853.35,2016-03-29 05:30:00+05:30,856.1,189.75,891846.4500000001
NSE:BAJAJ-AUTO-EQ,2016-03-22 05:30:00+05:30,25,2310.8,2016-03-29 05:30:00+05:30,2351.95,1028.749999999991,892875.2000000001
NSE:BAJAJFINSV-EQ,2016-03-22 05:30:00+05:30,358,166.46,2016-03-29 05:30:00+05:30,166.69,82.33999999999634,892957.54
NSE:BAJFINANCE-EQ,2016-03-22 05:30:00+05:30,902,66.08,2016-03-29 05:30:00+05:30,66.57,441.97999999999536,893399.52
NSE:BPCL-EQ,2016-03-22 05:30:00+05:30,410,145.12,2016-03-29 05:30:00+05:30,145.67,225.499999999993,893625.02
